grid degree lamb width ; KAN_time ; KAN_acc ; current_best_mlp ; MLP_time ; layers neurons
3 3 0 [30, 36, 54, 2] ; 39939821 ; 1.0 ; 0.9534883720930233 ; 15511221 ;  3   124
3 3 0 [30, 36, 56, 2] ; 53836210 ; 1.0 ; 0.9534883720930233 ; 20225178 ;  3   126
3 3 0 [30, 36, 58, 2] ; 38695992 ; 1.0 ; 0.9302325581395349 ; 9803232 ;  2   154
3 3 0 [30, 36, 60, 2] ; 55086455 ; 1.0 ; 0.9534883720930233 ; 16784906 ;  3   129
3 3 0 [30, 38, 30, 2] ; 36267522 ; 1.0 ; 0.9418604651162791 ; 5366611 ;  2   129
3 3 0 [30, 38, 32, 2] ; 37128897 ; 1.0 ; 0.9534883720930233 ; 19144620 ;  3   108
3 3 0 [30, 38, 34, 2] ; 30162206 ; 1.0 ; 0.9651162790697675 ; 8868237 ;  2   134
3 3 0 [30, 38, 36, 2] ; 38995133 ; 0.9883720874786377 ; 0.9651162790697675 ; 10799674 ;  4   98
3 3 0 [30, 38, 38, 2] ; 33516223 ; 0.9883720874786377 ; 0.9651162790697675 ; 15752321 ;  3   114
3 3 0 [30, 38, 40, 2] ; 41255833 ; 1.0 ; 0.9418604651162791 ; 9410332 ;  2   140
3 3 0 [30, 38, 42, 2] ; 34973121 ; 0.9883720874786377 ; 0.9418604651162791 ; 17605441 ;  3   117
3 3 0 [30, 38, 44, 2] ; 34101597 ; 1.0 ; 0.9418604651162791 ; 9244422 ;  2   144
3 3 0 [30, 38, 46, 2] ; 39125465 ; 1.0 ; 0.9418604651162791 ; 17449988 ;  3   121
3 3 0 [30, 38, 48, 2] ; 33022317 ; 1.0 ; 0.9418604651162791 ; 9629535 ;  2   149
3 3 0 [30, 38, 50, 2] ; 42895447 ; 0.9883720874786377 ; 0.9534883720930233 ; 14453291 ;  8   77
3 3 0 [30, 38, 52, 2] ; 41288831 ; 1.0 ; 0.9534883720930233 ; 14105293 ;  8   78
3 3 0 [30, 38, 54, 2] ; 34887508 ; 1.0 ; 0.9534883720930233 ; 13320333 ;  5   100
3 3 0 [30, 38, 56, 2] ; 42214746 ; 1.0 ; 0.9651162790697675 ; 10590467 ;  4   112
3 3 0 [30, 38, 58, 2] ; 55180685 ; 1.0 ; 0.9534883720930233 ; 19962411 ;  3   131
3 3 0 [30, 38, 60, 2] ; 36989007 ; 0.9883720874786377 ; 0.9418604651162791 ; 16375978 ;  3   132
3 4 0 [30, 22, 2] ; 11470526 ; 1.0 ; 0.9534883720930233 ; 1913216 ;  2   74
3 4 0 [30, 24, 2] ; 9602228 ; 0.9883720874786377 ; 0.9534883720930233 ; 3064784 ;  2   78
3 4 0 [30, 26, 2] ; 10459842 ; 1.0 ; 0.9418604651162791 ; 7894109 ;  4   59
3 4 0 [30, 28, 2] ; 10736310 ; 1.0 ; 0.9534883720930233 ; 2006236 ;  12   36
3 4 0 [30, 30, 2] ; 13056574 ; 0.9883720874786377 ; 0.9534883720930233 ; 5946086 ;  4   64
3 4 0 [30, 32, 2] ; 16025744 ; 1.0 ; 0.9302325581395349 ; 6370423 ;  2   91
3 4 0 [30, 34, 2] ; 12573144 ; 1.0 ; 0.9534883720930233 ; 6987114 ;  2   94
3 4 0 [30, 36, 2] ; 15961885 ; 0.9883720874786377 ; 0.9534883720930233 ; 6591242 ;  2   97
3 4 0 [30, 38, 2] ; 13322091 ; 0.9883720874786377 ; 0.9418604651162791 ; 10455031 ;  5   65
3 4 0 [30, 40, 2] ; 14934991 ; 1.0 ; 0.9534883720930233 ; 9733048 ;  6   61
3 4 0 [30, 42, 2] ; 14908945 ; 1.0 ; 0.9418604651162791 ; 12831960 ;  10   49
3 4 0 [30, 44, 2] ; 16491202 ; 0.9883720874786377 ; 0.9418604651162791 ; 10874045 ;  6   64
3 4 0 [30, 46, 2] ; 15291199 ; 1.0 ; 0.9418604651162791 ; 9326883 ;  11   49
3 4 0 [30, 48, 2] ; 17548029 ; 0.9883720874786377 ; 0.9534883720930233 ; 16379327 ;  3   93
3 4 0 [30, 50, 2] ; 15524436 ; 0.9883720874786377 ; 0.9534883720930233 ; 9681897 ;  7   64
3 4 0 [30, 52, 2] ; 17175713 ; 0.9883720874786377 ; 0.9534883720930233 ; 12845255 ;  9   58
3 4 0 [30, 54, 2] ; 19060244 ; 1.0 ; 0.9418604651162791 ; 10449537 ;  2   120
3 4 0 [30, 56, 2] ; 16800305 ; 1.0 ; 0.9418604651162791 ; 10007528 ;  2   123
3 4 0 [30, 58, 2] ; 26517155 ; 1.0 ; 0.9534883720930233 ; 11834150 ;  7   69
3 4 0 [30, 60, 2] ; 24370462 ; 1.0 ; 0.9534883720930233 ; 16794442 ;  3   105
3 4 0 [30, 62, 2] ; 25104275 ; 1.0 ; 0.9418604651162791 ; 17499985 ;  10   60
3 4 0 [30, 30, 30, 2] ; 23031523 ; 1.0 ; 0.9534883720930233 ; 14709714 ;  11   55
3 4 0 [30, 30, 32, 2] ; 26329661 ; 1.0 ; 0.9418604651162791 ; 15321723 ;  3   105
3 4 0 [30, 30, 34, 2] ; 25232515 ; 0.9883720874786377 ; 0.9534883720930233 ; 27368146 ;  4   93
3 4 0 [30, 30, 36, 2] ; 33626483 ; 0.9883720874786377 ; 0.9418604651162791 ; 8634679 ;  2   132
3 4 0 [30, 30, 38, 2] ; 28424087 ; 0.9883720874786377 ; 0.9418604651162791 ; 19067994 ;  3   111
3 4 0 [30, 30, 40, 2] ; 26225279 ; 1.0 ; 0.9534883720930233 ; 9641132 ;  4   98
